slice_file_name,fsID,start,end,salience,fold,classID,class
101382-2-0-10.wav,101382,5,9,1,10,2,children_playing
101382-2-0-12.wav,101382,6,10,1,10,2,children_playing
101382-2-0-20.wav,101382,10,14,1,10,2,children_playing
101382-2-0-21.wav,101382,10.5,14.5,1,10,2,children_playing
101382-2-0-29.wav,101382,14.5,18.5,1,10,2,children_playing
101382-2-0-33.wav,101382,16.5,20.5,1,10,2,children_playing
101382-2-0-42.wav,101382,21,25,1,10,2,children_playing
101382-2-0-45.wav,101382,22.5,26.5,1,10,2,children_playing
101415-3-0-2.wav,101415,1,5,1,1,3,dog_bark
101415-3-0-3.wav,101415,1.5,5.5,1,1,3,dog_bark
101415-3-0-8.wav,101415,4,8,1,1,3,dog_bark
101729-0-0-1.wav,101729,0.5,4.5,2,9,0,air_conditioner
101729-0-0-11.wav,101729,5.5,9.5,2,9,0,air_conditioner
101729-0-0-12.wav,101729,6,10,2,9,0,air_conditioner
101729-0-0-13.wav,101729,6.5,10.5,2,9,0,air_conditioner
101729-0-0-14.wav,101729,7,11,2,9,0,air_conditioner
101729-0-0-16.wav,101729,8,12,2,9,0,air_conditioner
101729-0-0-17.wav,101729,8.5,12.5,2,9,0,air_conditioner
101729-0-0-18.wav,101729,9,13,2,9,0,air_conditioner
101729-0-0-19.wav,101729,9.5,13.5,2,9,0,air_conditioner
101729-0-0-21.wav,101729,10.5,14.5,2,9,0,air_conditioner
101729-0-0-22.wav,101729,11,15,2,9,0,air_conditioner
101729-0-0-23.wav,101729,11.5,15.5,2,9,0,air_conditioner
101729-0-0-24.wav,101729,12,16,2,9,0,air_conditioner
101729-0-0-26.wav,101729,13,17,2,9,0,air_conditioner
101729-0-0-28.wav,101729,14,18,2,9,0,air_conditioner
101729-0-0-29.wav,101729,14.5,18.5,2,9,0,air_conditioner
101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner
101729-0-0-32.wav,101729,16,20,2,9,0,air_conditioner
101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner
101729-0-0-36.wav,101729,18,22,2,9,0,air_conditioner
101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner
101729-0-0-38.wav,101729,19,23,2,9,0,air_conditioner
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner
101729-0-0-4.wav,101729,2,6,2,9,0,air_conditioner
101729-0-0-40.wav,101729,20,24,2,9,0,air_conditioner
101729-0-0-6.wav,101729,3,7,2,9,0,air_conditioner
101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner
101848-9-0-0.wav,101848,0,4,1,7,9,street_music
101848-9-0-1.wav,101848,0.5,4.5,1,7,9,street_music
101848-9-0-2.wav,101848,1,5,1,7,9,street_music
101848-9-0-3.wav,101848,1.5,5.5,1,7,9,street_music
101848-9-0-8.wav,101848,4,8,1,7,9,street_music
101848-9-0-9.wav,101848,4.5,8.5,1,7,9,street_music
102102-3-0-0.wav,102102,1.57,4.67,2,4,3,dog_bark
102103-3-0-0.wav,102103,1.98,2.51,2,10,3,dog_bark
102103-3-1-0.wav,102103,4.18,4.57,2,10,3,dog_bark
102104-3-0-0.wav,102104,2.43,3.24,2,2,3,dog_bark
102105-3-0-0.wav,102105,2.04,6.04,2,3,3,dog_bark
102106-3-0-0.wav,102106,2.24,3.88,2,1,3,dog_bark
102305-6-0-0.wav,102305,0,2.61,1,1,6,gun_shot
102547-3-0-2.wav,102547,1,5,1,5,3,dog_bark
102547-3-0-7.wav,102547,3.5,7.5,1,5,3,dog_bark
102547-3-0-8.wav,102547,4,8,1,5,3,dog_bark
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
102842-3-1-0.wav,102842,113.06,117.06,2,1,3,dog_bark
102842-3-1-5.wav,102842,115.56,119.56,2,1,3,dog_bark
102842-3-1-6.wav,102842,116.06,120.06,2,1,3,dog_bark
102853-8-0-0.wav,102853,0,4,2,7,8,siren
102853-8-0-1.wav,102853,0.5,4.5,2,7,8,siren
102853-8-0-2.wav,102853,1,5,2,7,8,siren
102853-8-0-3.wav,102853,1.5,5.5,2,7,8,siren
102853-8-0-4.wav,102853,2,6,2,7,8,siren
102853-8-0-5.wav,102853,2.5,6.5,2,7,8,siren
102853-8-0-6.wav,102853,3,7,2,7,8,siren
102853-8-1-0.wav,102853,27.21,31.21,2,7,8,siren
102857-5-0-0.wav,102857,0,4,1,10,5,engine_idling
102857-5-0-1.wav,102857,0.5,4.5,1,10,5,engine_idling
102857-5-0-10.wav,102857,5,9,1,10,5,engine_idling
102857-5-0-11.wav,102857,5.5,9.5,1,10,5,engine_idling
102857-5-0-12.wav,102857,6,10,1,10,5,engine_idling
102857-5-0-13.wav,102857,6.5,10.5,1,10,5,engine_idling
102857-5-0-14.wav,102857,7,11,1,10,5,engine_idling
102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling
102857-5-0-16.wav,102857,8,12,1,10,5,engine_idling
102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling
102857-5-0-18.wav,102857,9,13,1,10,5,engine_idling
102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling
102857-5-0-2.wav,102857,1,5,1,10,5,engine_idling
102857-5-0-20.wav,102857,10,14,1,10,5,engine_idling
102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling
102857-5-0-22.wav,102857,11,15,1,10,5,engine_idling
102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling
102857-5-0-24.wav,102857,12,16,1,10,5,engine_idling
102857-5-0-25.wav,102857,12.5,16.5,1,10,5,engine_idling
102857-5-0-26.wav,102857,13,17,1,10,5,engine_idling
102857-5-0-27.wav,102857,13.5,17.5,1,10,5,engine_idling
102857-5-0-28.wav,102857,14,18,1,10,5,engine_idling
102857-5-0-29.wav,102857,14.5,18.5,1,10,5,engine_idling
102857-5-0-3.wav,102857,1.5,5.5,1,10,5,engine_idling
102857-5-0-30.wav,102857,15,19,1,10,5,engine_idling
102857-5-0-4.wav,102857,2,6,1,10,5,engine_idling
102857-5-0-5.wav,102857,2.5,6.5,1,10,5,engine_idling
102857-5-0-6.wav,102857,3,7,1,10,5,engine_idling
102857-5-0-7.wav,102857,3.5,7.5,1,10,5,engine_idling
102857-5-0-8.wav,102857,4,8,1,10,5,engine_idling
102857-5-0-9.wav,102857,4.5,8.5,1,10,5,engine_idling
102858-5-0-0.wav,102858,0,4,1,2,5,engine_idling
102858-5-0-1.wav,102858,0.5,4.5,1,2,5,engine_idling
102871-8-0-0.wav,102871,0,4,1,2,8,siren
102871-8-0-1.wav,102871,0.5,4.5,1,2,8,siren
102871-8-0-10.wav,102871,5,9,1,2,8,siren
102871-8-0-11.wav,102871,5.5,9.5,1,2,8,siren
102871-8-0-12.wav,102871,6,10,1,2,8,siren
102871-8-0-13.wav,102871,6.5,10.5,1,2,8,siren
102871-8-0-14.wav,102871,7,11,1,2,8,siren
102871-8-0-15.wav,102871,7.5,11.5,1,2,8,siren
102871-8-0-2.wav,102871,1,5,1,2,8,siren
102871-8-0-3.wav,102871,1.5,5.5,1,2,8,siren
102871-8-0-4.wav,102871,2,6,1,2,8,siren
102871-8-0-5.wav,102871,2.5,6.5,1,2,8,siren
102871-8-0-6.wav,102871,3,7,1,2,8,siren
102871-8-0-7.wav,102871,3.5,7.5,1,2,8,siren
102871-8-0-8.wav,102871,4,8,1,2,8,siren
102871-8-0-9.wav,102871,4.5,8.5,1,2,8,siren
103074-7-0-0.wav,103074,3.34,7.34,1,1,7,jackhammer
103074-7-0-1.wav,103074,3.84,7.84,1,1,7,jackhammer
103074-7-0-2.wav,103074,4.34,8.34,1,1,7,jackhammer
103074-7-1-0.wav,103074,22.52,26.52,1,1,7,jackhammer
103074-7-1-1.wav,103074,23.02,27.02,1,1,7,jackhammer
103074-7-1-2.wav,103074,23.52,27.52,1,1,7,jackhammer
103074-7-1-3.wav,103074,24.02,28.02,1,1,7,jackhammer
103074-7-1-4.wav,103074,24.52,28.52,1,1,7,jackhammer
103074-7-1-5.wav,103074,25.02,29.02,1,1,7,jackhammer
103074-7-1-6.wav,103074,25.52,29.52,1,1,7,jackhammer
103074-7-2-0.wav,103074,42.35,43.73,1,1,7,jackhammer
103074-7-3-0.wav,103074,46.63,50.63,1,1,7,jackhammer
103074-7-3-1.wav,103074,47.13,51.13,1,1,7,jackhammer
103074-7-3-2.wav,103074,47.63,51.63,1,1,7,jackhammer
103074-7-3-3.wav,103074,48.13,52.13,1,1,7,jackhammer
103074-7-4-0.wav,103074,60.65,64.65,1,1,7,jackhammer
103074-7-4-1.wav,103074,61.15,65.15,1,1,7,jackhammer
103074-7-4-2.wav,103074,61.65,65.65,1,1,7,jackhammer
103074-7-4-3.wav,103074,62.15,66.15,1,1,7,jackhammer
103074-7-4-4.wav,103074,62.65,66.65,1,1,7,jackhammer
103074-7-4-5.wav,103074,63.15,67.15,1,1,7,jackhammer
103074-7-4-6.wav,103074,63.65,67.65,1,1,7,jackhammer
103076-3-0-0.wav,103076,0,2.53,1,8,3,dog_bark
103076-3-1-0.wav,103076,6.79,7.76,1,8,3,dog_bark
103076-3-2-0.wav,103076,10.27,10.72,1,8,3,dog_bark
103199-4-0-0.wav,103199,0,4,1,3,4,drilling
103199-4-0-3.wav,103199,1.5,5.5,1,3,4,drilling
103199-4-0-4.wav,103199,2,6,1,3,4,drilling
103199-4-0-5.wav,103199,2.5,6.5,1,3,4,drilling
103199-4-0-6.wav,103199,3,7,1,3,4,drilling
103199-4-1-0.wav,103199,16.1,17.62,2,3,4,drilling
103199-4-2-0.wav,103199,17.62,21.62,1,3,4,drilling
103199-4-2-1.wav,103199,18.12,22.12,1,3,4,drilling
103199-4-2-10.wav,103199,22.62,26.62,1,3,4,drilling
103199-4-2-11.wav,103199,23.12,27.12,1,3,4,drilling
103199-4-2-2.wav,103199,18.62,22.62,1,3,4,drilling
103199-4-2-3.wav,103199,19.12,23.12,1,3,4,drilling
103199-4-2-4.wav,103199,19.62,23.62,1,3,4,drilling
103199-4-2-5.wav,103199,20.12,24.12,1,3,4,drilling
103199-4-2-6.wav,103199,20.62,24.62,1,3,4,drilling
103199-4-2-7.wav,103199,21.12,25.12,1,3,4,drilling
103199-4-2-8.wav,103199,21.62,25.62,1,3,4,drilling
103199-4-2-9.wav,103199,22.12,26.12,1,3,4,drilling
103199-4-4-0.wav,103199,46.19,48.72,1,3,4,drilling
103199-4-6-0.wav,103199,50.59,51.92,1,3,4,drilling
103199-4-7-2.wav,103199,52.92,56.92,2,3,4,drilling
103249-5-0-0.wav,103249,0,4,1,9,5,engine_idling
103249-5-0-1.wav,103249,0.5,4.5,1,9,5,engine_idling
103249-5-0-10.wav,103249,5,9,1,9,5,engine_idling
103249-5-0-11.wav,103249,5.5,9.5,1,9,5,engine_idling
103249-5-0-12.wav,103249,6,10,1,9,5,engine_idling
103249-5-0-13.wav,103249,6.5,10.5,1,9,5,engine_idling
103249-5-0-14.wav,103249,7,11,1,9,5,engine_idling
103249-5-0-15.wav,103249,7.5,11.5,1,9,5,engine_idling
103249-5-0-16.wav,103249,8,12,1,9,5,engine_idling
103249-5-0-17.wav,103249,8.5,12.5,1,9,5,engine_idling
103249-5-0-18.wav,103249,9,13,1,9,5,engine_idling
103249-5-0-19.wav,103249,9.5,13.5,1,9,5,engine_idling
103249-5-0-2.wav,103249,1,5,1,9,5,engine_idling
103249-5-0-3.wav,103249,1.5,5.5,1,9,5,engine_idling
103249-5-0-4.wav,103249,2,6,1,9,5,engine_idling
103249-5-0-5.wav,103249,2.5,6.5,1,9,5,engine_idling
103249-5-0-6.wav,103249,3,7,1,9,5,engine_idling
103249-5-0-7.wav,103249,3.5,7.5,1,9,5,engine_idling
103249-5-0-8.wav,103249,4,8,1,9,5,engine_idling
103249-5-0-9.wav,103249,4.5,8.5,1,9,5,engine_idling
103258-5-0-0.wav,103258,0,4,1,1,5,engine_idling
103258-5-0-1.wav,103258,0.5,4.5,1,1,5,engine_idling
103258-5-0-10.wav,103258,5,9,1,1,5,engine_idling
103258-5-0-11.wav,103258,5.5,9.5,1,1,5,engine_idling
103258-5-0-12.wav,103258,6,10,1,1,5,engine_idling
103258-5-0-13.wav,103258,6.5,10.5,1,1,5,engine_idling
103258-5-0-14.wav,103258,7,11,1,1,5,engine_idling
103258-5-0-15.wav,103258,7.5,11.5,1,1,5,engine_idling
103258-5-0-16.wav,103258,8,12,1,1,5,engine_idling
103258-5-0-17.wav,103258,8.5,12.5,1,1,5,engine_idling
103258-5-0-18.wav,103258,9,13,1,1,5,engine_idling
103258-5-0-19.wav,103258,9.5,13.5,1,1,5,engine_idling
103258-5-0-2.wav,103258,1,5,1,1,5,engine_idling
103258-5-0-3.wav,103258,1.5,5.5,1,1,5,engine_idling
103258-5-0-4.wav,103258,2,6,1,1,5,engine_idling
103258-5-0-5.wav,103258,2.5,6.5,1,1,5,engine_idling
103258-5-0-6.wav,103258,3,7,1,1,5,engine_idling
103258-5-0-7.wav,103258,3.5,7.5,1,1,5,engine_idling
103258-5-0-8.wav,103258,4,8,1,1,5,engine_idling
103258-5-0-9.wav,103258,4.5,8.5,1,1,5,engine_idling
103357-4-0-0.wav,103357,0.31,4.31,1,3,4,drilling
103357-4-0-1.wav,103357,0.81,4.81,1,3,4,drilling
103438-5-0-0.wav,103438,0,4,2,10,5,engine_idling
103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling
103438-5-0-2.wav,103438,1,5,2,10,5,engine_idling
104327-2-0-15.wav,104327,7.5,11.5,2,6,2,children_playing
104327-2-0-19.wav,104327,9.5,13.5,2,6,2,children_playing
104327-2-0-26.wav,104327,13,17,2,6,2,children_playing
104327-2-0-28.wav,104327,14,18,2,6,2,children_playing
104327-2-0-3.wav,104327,1.5,5.5,2,6,2,children_playing
104327-2-0-30.wav,104327,15,19,2,6,2,children_playing
104327-2-0-34.wav,104327,17,21,2,6,2,children_playing
104327-2-0-4.wav,104327,2,6,2,6,2,children_playing
104421-2-0-1.wav,104421,0.5,4.5,2,5,2,children_playing
104421-2-0-15.wav,104421,7.5,11.5,2,5,2,children_playing
104421-2-0-20.wav,104421,10,14,2,5,2,children_playing
104421-2-0-29.wav,104421,14.5,18.5,2,5,2,children_playing
104421-2-0-3.wav,104421,1.5,5.5,2,5,2,children_playing
104421-2-0-5.wav,104421,2.5,6.5,2,5,2,children_playing
104421-2-0-7.wav,104421,3.5,7.5,2,5,2,children_playing
104421-2-1-3.wav,104421,91.65,95.65,1,5,2,children_playing
104625-4-0-15.wav,104625,13.75,17.75,1,7,4,drilling
104625-4-0-21.wav,104625,16.75,20.75,1,7,4,drilling
104625-4-0-27.wav,104625,19.75,23.75,1,7,4,drilling
104625-4-0-29.wav,104625,20.75,24.75,1,7,4,drilling
104625-4-0-3.wav,104625,7.75,11.75,1,7,4,drilling
104625-4-0-35.wav,104625,23.75,27.75,1,7,4,drilling
104625-4-0-40.wav,104625,26.25,30.25,1,7,4,drilling
104625-4-0-41.wav,104625,26.75,30.75,1,7,4,drilling
104625-4-0-45.wav,104625,28.75,32.75,1,7,4,drilling
104625-4-0-48.wav,104625,30.25,34.25,1,7,4,drilling
104625-4-0-51.wav,104625,31.75,35.75,1,7,4,drilling
104625-4-0-52.wav,104625,32.25,36.25,1,7,4,drilling
104625-4-0-53.wav,104625,32.75,36.75,1,7,4,drilling
104625-4-0-55.wav,104625,33.75,37.75,1,7,4,drilling
104625-4-0-57.wav,104625,34.75,38.75,1,7,4,drilling
104625-4-0-66.wav,104625,39.25,43.25,1,7,4,drilling
104625-4-1-20.wav,104625,156.59,160.59,1,7,4,drilling
104625-4-1-8.wav,104625,150.59,154.59,1,7,4,drilling
104817-4-0-0.wav,104817,0,4,1,2,4,drilling
104817-4-0-1.wav,104817,0.5,4.5,1,2,4,drilling
104817-4-0-10.wav,104817,5,9,1,2,4,drilling
104817-4-0-11.wav,104817,5.5,9.5,1,2,4,drilling
104817-4-0-2.wav,104817,1,5,1,2,4,drilling
104817-4-0-3.wav,104817,1.5,5.5,1,2,4,drilling
104817-4-0-4.wav,104817,2,6,1,2,4,drilling
104817-4-0-5.wav,104817,2.5,6.5,1,2,4,drilling
104817-4-0-6.wav,104817,3,7,1,2,4,drilling
104817-4-0-7.wav,104817,3.5,7.5,1,2,4,drilling
104817-4-0-8.wav,104817,4,8,1,2,4,drilling
104817-4-0-9.wav,104817,4.5,8.5,1,2,4,drilling
104998-7-0-5.wav,104998,18.87,22.87,1,5,7,jackhammer
104998-7-10-1.wav,104998,260.48,264.48,1,5,7,jackhammer
104998-7-10-10.wav,104998,264.98,268.98,1,5,7,jackhammer
104998-7-10-13.wav,104998,266.48,270.48,1,5,7,jackhammer
104998-7-10-15.wav,104998,267.48,271.48,1,5,7,jackhammer
104998-7-10-8.wav,104998,263.98,267.98,1,5,7,jackhammer
104998-7-10-9.wav,104998,264.48,268.48,1,5,7,jackhammer
104998-7-11-0.wav,104998,297.37,301.37,1,5,7,jackhammer
104998-7-11-2.wav,104998,298.37,302.37,1,5,7,jackhammer
104998-7-12-2.wav,104998,322.26,326.26,1,5,7,jackhammer
104998-7-14-1.wav,104998,352.96,356.96,1,5,7,jackhammer
104998-7-14-5.wav,104998,354.96,358.96,1,5,7,jackhammer
104998-7-14-6.wav,104998,355.46,359.46,1,5,7,jackhammer
104998-7-15-1.wav,104998,380.84,384.84,1,5,7,jackhammer
104998-7-15-3.wav,104998,381.84,385.84,1,5,7,jackhammer
104998-7-15-5.wav,104998,382.84,386.84,1,5,7,jackhammer
104998-7-15-9.wav,104998,384.84,388.84,1,5,7,jackhammer
104998-7-16-0.wav,104998,422.16,426.16,1,5,7,jackhammer
104998-7-16-10.wav,104998,427.16,431.16,1,5,7,jackhammer
104998-7-16-11.wav,104998,427.66,431.66,1,5,7,jackhammer
104998-7-16-5.wav,104998,424.66,428.66,1,5,7,jackhammer
104998-7-16-6.wav,104998,425.16,429.16,1,5,7,jackhammer
104998-7-16-7.wav,104998,425.66,429.66,1,5,7,jackhammer
104998-7-17-0.wav,104998,456.01,460.01,1,5,7,jackhammer
104998-7-17-1.wav,104998,456.51,460.51,1,5,7,jackhammer
104998-7-17-12.wav,104998,462.01,466.01,1,5,7,jackhammer
104998-7-17-14.wav,104998,463.01,467.01,1,5,7,jackhammer
104998-7-17-4.wav,104998,458.01,462.01,1,5,7,jackhammer
104998-7-17-7.wav,104998,459.51,463.51,1,5,7,jackhammer
104998-7-17-8.wav,104998,460.01,464.01,1,5,7,jackhammer
104998-7-18-12.wav,104998,501.39,505.39,1,5,7,jackhammer
104998-7-18-13.wav,104998,501.89,505.89,1,5,7,jackhammer
104998-7-18-3.wav,104998,496.89,500.89,1,5,7,jackhammer
104998-7-18-9.wav,104998,499.89,503.89,1,5,7,jackhammer
104998-7-19-0.wav,104998,530.13,534.13,1,5,7,jackhammer
104998-7-19-3.wav,104998,531.63,535.63,1,5,7,jackhammer
104998-7-19-6.wav,104998,533.13,537.13,1,5,7,jackhammer
104998-7-19-7.wav,104998,533.63,537.63,1,5,7,jackhammer
104998-7-19-8.wav,104998,534.13,538.13,1,5,7,jackhammer
104998-7-19-9.wav,104998,534.63,538.63,1,5,7,jackhammer
104998-7-2-4.wav,104998,62.4,66.4,1,5,7,jackhammer
104998-7-2-5.wav,104998,62.9,66.9,1,5,7,jackhammer
104998-7-2-6.wav,104998,63.4,67.4,1,5,7,jackhammer
104998-7-3-1.wav,104998,84.13,88.13,1,5,7,jackhammer
104998-7-7-0.wav,104998,141.82,145.82,1,5,7,jackhammer
104998-7-7-1.wav,104998,142.32,146.32,1,5,7,jackhammer
104998-7-7-4.wav,104998,143.82,147.82,1,5,7,jackhammer
104998-7-7-7.wav,104998,145.32,149.32,1,5,7,jackhammer
104998-7-7-9.wav,104998,146.32,150.32,1,5,7,jackhammer
104998-7-8-13.wav,104998,178.19,182.19,1,5,7,jackhammer
104998-7-8-14.wav,104998,178.69,182.69,1,5,7,jackhammer
104998-7-8-15.wav,104998,179.19,183.19,1,5,7,jackhammer
104998-7-8-17.wav,104998,180.19,184.19,1,5,7,jackhammer
104998-7-8-4.wav,104998,173.69,177.69,1,5,7,jackhammer
104998-7-8-6.wav,104998,174.69,178.69,1,5,7,jackhammer
104998-7-8-7.wav,104998,175.19,179.19,1,5,7,jackhammer
104998-7-9-0.wav,104998,221.7,225.7,1,5,7,jackhammer
104998-7-9-13.wav,104998,228.2,232.2,1,5,7,jackhammer
104998-7-9-9.wav,104998,226.2,230.2,1,5,7,jackhammer
105029-7-0-0.wav,105029,11.43,15.43,1,9,7,jackhammer
105029-7-0-1.wav,105029,11.93,15.93,1,9,7,jackhammer
105029-7-0-2.wav,105029,12.43,16.43,1,9,7,jackhammer
105029-7-0-3.wav,105029,12.93,16.93,1,9,7,jackhammer
105029-7-0-4.wav,105029,13.43,17.43,1,9,7,jackhammer
105029-7-0-5.wav,105029,13.93,17.93,1,9,7,jackhammer
105029-7-0-6.wav,105029,14.43,18.43,1,9,7,jackhammer
105029-7-1-0.wav,105029,37.76,41.76,1,9,7,jackhammer
105029-7-1-1.wav,105029,38.26,42.26,1,9,7,jackhammer
105029-7-1-10.wav,105029,42.76,46.76,1,9,7,jackhammer
105029-7-1-11.wav,105029,43.26,47.26,1,9,7,jackhammer
105029-7-1-12.wav,105029,43.76,47.76,1,9,7,jackhammer
105029-7-1-13.wav,105029,44.26,48.26,1,9,7,jackhammer
105029-7-1-2.wav,105029,38.76,42.76,1,9,7,jackhammer
105029-7-1-3.wav,105029,39.26,43.26,1,9,7,jackhammer
105029-7-1-4.wav,105029,39.76,43.76,1,9,7,jackhammer
105029-7-1-5.wav,105029,40.26,44.26,1,9,7,jackhammer
105029-7-1-6.wav,105029,40.76,44.76,1,9,7,jackhammer
105029-7-1-7.wav,105029,41.26,45.26,1,9,7,jackhammer
105029-7-1-8.wav,105029,41.76,45.76,1,9,7,jackhammer
105029-7-1-9.wav,105029,42.26,46.26,1,9,7,jackhammer
105029-7-2-0.wav,105029,73.53,77.53,1,9,7,jackhammer
105029-7-2-1.wav,105029,74.03,78.03,1,9,7,jackhammer
105029-7-2-10.wav,105029,78.53,82.53,1,9,7,jackhammer
105029-7-2-11.wav,105029,79.03,83.03,1,9,7,jackhammer
105029-7-2-12.wav,105029,79.53,83.53,1,9,7,jackhammer
105029-7-2-13.wav,105029,80.03,84.03,1,9,7,jackhammer
105029-7-2-14.wav,105029,80.53,84.53,1,9,7,jackhammer
105029-7-2-15.wav,105029,81.03,85.03,1,9,7,jackhammer
105029-7-2-16.wav,105029,81.53,85.53,1,9,7,jackhammer
105029-7-2-2.wav,105029,74.53,78.53,1,9,7,jackhammer
105029-7-2-3.wav,105029,75.03,79.03,1,9,7,jackhammer
105029-7-2-4.wav,105029,75.53,79.53,1,9,7,jackhammer
105029-7-2-5.wav,105029,76.03,80.03,1,9,7,jackhammer
105029-7-2-6.wav,105029,76.53,80.53,1,9,7,jackhammer
105029-7-2-7.wav,105029,77.03,81.03,1,9,7,jackhammer
105029-7-2-8.wav,105029,77.53,81.53,1,9,7,jackhammer
105029-7-2-9.wav,105029,78.03,82.03,1,9,7,jackhammer
105029-7-3-0.wav,105029,111.04,115.04,1,9,7,jackhammer
105029-7-3-1.wav,105029,111.54,115.54,1,9,7,jackhammer
105029-7-3-2.wav,105029,112.04,116.04,1,9,7,jackhammer
105029-7-3-3.wav,105029,112.54,116.54,1,9,7,jackhammer
105029-7-3-4.wav,105029,113.04,117.04,1,9,7,jackhammer
105029-7-3-5.wav,105029,113.54,117.54,1,9,7,jackhammer
105029-7-3-6.wav,105029,114.04,118.04,1,9,7,jackhammer
105029-7-3-7.wav,105029,114.54,118.54,1,9,7,jackhammer
105029-7-4-0.wav,105029,134.76,138.76,1,9,7,jackhammer
105029-7-4-1.wav,105029,135.26,139.26,1,9,7,jackhammer
105029-7-4-2.wav,105029,135.76,139.76,1,9,7,jackhammer
